"entity_name","entity_regno","entity_regdate","vatid","capital","entity_contact_type","entity_contact","entity_contact_address","entity_contact_address_city","entity_contact_address_country","entity_contact_address_zip","entity_contact_delivery_person","entity_contact_delivery_email","entity_contact_delivery_phone","entity_contact_note"
"B.T.I. Capital OÜ",11983075,"25.08.2010","",2500,"ariregistriaddres","","Roosikrantsi tn 2-175","Kesklinna linnaosa, Tallinn, Harju maakond","EE",11019,"","","",""
"B.T.I. Capital OÜ",11983075,"25.08.2010","",2500,"email","dainis@bticapital.eu","","","","","","","",""
"B.T.I. Capital OÜ",11983075,"25.08.2010","",2500,"notificationemail","Dainis@Barups.com","","","","","","","",""
"BagenExchange OÜ",14554340,"29.08.2018","",2500,"address","","Roosikrantsi tn 2-559k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"BagenExchange OÜ",14554340,"29.08.2018","",2500,"ariregistriaddres","","Roosikrantsi tn 2-559k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"BagenExchange OÜ",14554340,"29.08.2018","",2500,"email","nicko@bnqkl.cn","","","","","","","",""
"BagenExchange OÜ",14554340,"29.08.2018","",2500,"notificationemail","nicko@bnqkl.cn","","","","","","","",""
"BalanceGroup OÜ","","00.00.0000","","2500 EUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Balancer Labs OÜ",14832230,"23.10.2019","EE102291568","10800 EUR","address","","Roosikrantsi tn 2-1200","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Balancer Labs OÜ",14832230,"23.10.2019","EE102291568","10800 EUR","ariregistriaddres","","Roosikrantsi tn 2-1200","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Balancer Labs OÜ",14832230,"23.10.2019","EE102291568","10800 EUR","email","office@balancerlabs.dev","","","","","","","",""
"Balancer Labs OÜ",14832230,"23.10.2019","EE102291568","10800 EUR","notificationemail","office@balancer.finance","","","","","","","",""
"Baltic IT Service OÜ",14551136,"24.08.2018","EE102099346","2500 EUR","address","","Punane tn 14a-419/5","Lasnamäe linnaosa, Tallinn, Harju maakond","EE",13619,"","","",""
"Baltic IT Service OÜ",14551136,"24.08.2018","EE102099346","2500 EUR","ariregistriaddres","","Punane tn 14a-419/5","Lasnamäe linnaosa, Tallinn, Harju maakond","EE",13619,"","","",""
"Baltic IT Service OÜ",14551136,"24.08.2018","EE102099346","2500 EUR","email","maris.pumpurs@gmail.com","","","","","","","",""
"Baltic IT Service OÜ",14551136,"24.08.2018","EE102099346","2500 EUR","notificationemail","maris.pumpurs@gmail.com","","","","","","","",""
"Baltic IT Service OÜ",14551136,"24.08.2018","EE102099346","2500 EUR","phone","+372 55535356","","","","","","","",""
"BalticStore OÜ",14932262,"09.03.2020","",2500,"address","","Pärnu mnt 41a-303","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"BalticStore OÜ",14932262,"09.03.2020","",2500,"ariregistriaddres","","Pärnu mnt 41a-303","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"BalticStore OÜ",14932262,"09.03.2020","",2500,"email","winniecheuk04@gmail.com","","","","","","","",""
"BalticStore OÜ",14932262,"09.03.2020","",2500,"notificationemail","winniecheuk04@gmail.com","","","","","","","",""
"Bambalulu OÜ",14819695,"04.10.2019","",2600,"address","","Sõpruse pst 145","Kristiine linnaosa, Tallinn, Harju maakond","EE",13425,"","","",""
"Bambalulu OÜ",14819695,"04.10.2019","",2600,"ariregistriaddres","","Sõpruse pst 145","Tallinn","EE",13425,"","","",""
"Bambalulu OÜ",14819695,"04.10.2019","",2600,"email","numeri@numeri.ee","","","","","","","",""
"Bambalulu OÜ",14819695,"04.10.2019","",2600,"notificationemail","christopher@kandimaa.com","","","","","","","",""
"Bankana OÜ",14013288,"14.03.2016","EE102120228",2500,"address","","Roosikrantsi tn 2-K446","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Bankana OÜ",14013288,"14.03.2016","EE102120228",2500,"ariregistriaddres","","Roosikrantsi tn 2-K446","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Bankana OÜ",14013288,"14.03.2016","EE102120228",2500,"email","k446@000.ee","","","","","","","",""
"Bankana OÜ",14013288,"14.03.2016","EE102120228",2500,"notificationemail","cenfillevkin@gmail.com","","","","","","","",""
"Bankana OÜ",14013288,"14.03.2016","EE102120228",2500,"phone",6682512,"","","","","","","",""
"Bankers Trust OÜ",11178132,"13.10.2005","","0 EUR","email","consult2@metro-bancorp.com","","","","","","","",""
"Bankers Trust OÜ",11178132,"13.10.2005","","0 EUR","notificationemail","niemanas@cryptotec.com","","","","","","","",""
"Bankr Fintech OÜ",14721393,"10.05.2019","",0,"address","","Roosikrantsi tn 2-760k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Bankr Fintech OÜ",14721393,"10.05.2019","",0,"ariregistriaddres","","","","","","","","",""
"Bankr Fintech OÜ",14721393,"10.05.2019","",0,"email","bankrfintech@000.ee","","","","","","","",""
"Bankr Fintech OÜ",14721393,"10.05.2019","",0,"notificationemail","aswien@bitrush.nl","","","","","","","",""
"Banqia OÜ",14755328,"04.07.2019","EE102178238",2500,"address","","","","","","","","",""
"Banqia OÜ",14755328,"04.07.2019","EE102178238",2500,"ariregistriaddres","","","","","","","","",""
"Banqia OÜ",14755328,"04.07.2019","EE102178238",2500,"email","Banqia OÜ","","","","","","","",""
"Banqia OÜ",14755328,"04.07.2019","EE102178238",2500,"notificationemail","nidal.h@banqia.co","","","","","","","",""
"Bartertrade OÜ","","00.00.0000","","2500 EUR","address","","Roosikrantsi tn 2-611k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Bartertrade OÜ","","00.00.0000","","2500 EUR","ariregistriaddres","","","","","","","","",""
"Bartertrade OÜ","","00.00.0000","","2500 EUR","email","611k@000.ee","","","","","","","",""
"Bartertrade OÜ","","00.00.0000","","2500 EUR","notificationemail","admin@bartertrade.com","","","","","","","",""
"BaseIT OÜ",14701580,"10.04.2019","","2500 EUR","address","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"BaseIT OÜ",14701580,"10.04.2019","","2500 EUR","ariregistriaddres","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"BaseIT OÜ",14701580,"10.04.2019","","2500 EUR","email","1176@000.ee","","","","","","","",""
"BaseIT OÜ",14701580,"10.04.2019","","2500 EUR","notificationemail","legal@fndp-center.com","","","","","","","",""
"Baumont Solutions OÜ",14762127,"15.07.2019","",2500,"email","Baumont Solutions OÜ","","","","","","","",""
"Bautechnik OÜ",11512708,"26.06.2008","EE101246200",2500,"address","","Roosikrantsi 2-1056","Tallinn","EE",10119,"","","",""
"Bautechnik OÜ",11512708,"26.06.2008","EE101246200",2500,"email","bautechnik@bautechnik.ee","","","","","","","",""
"Bautechnik OÜ",11512708,"26.06.2008","EE101246200",2500,"notificationemail","bulina.iveta@inbox.lv","","","","","","","",""
"Bautechnik OÜ",11512708,"26.06.2008","EE101246200",2500,"phone","+371 26379606","","","","","","","",""
"BayOne OÜ",14434311,"22.02.2018","EE102379192",2500,"address","","Roosikrantsi tn 2-410","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"BayOne OÜ",14434311,"22.02.2018","EE102379192",2500,"ariregistriaddres","","Roosikrantsi tn 2-410","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"BayOne OÜ",14434311,"22.02.2018","EE102379192",2500,"email","thomas@gadgetbay.com","","","","","","","",""
"BayOne OÜ",14434311,"22.02.2018","EE102379192",2500,"notificationemail","thomas@gadgetbay.com","","","","","","","",""
"BeautyMiracle OÜ",16046576,"08.09.2020","","2500 EUR","address","","Alhoush Squear Center, 2nd floor, Ahloush st, Tyre, CPAGrag","","EE",11252,"","","",""
"BeautyMiracle OÜ",16046576,"08.09.2020","","2500 EUR","ariregistriaddres","","Alhoush Squear Center, 2nd floor, Ahloush st, Tyre, CPAGrag","","EE",11252,"","","",""
"BeautyMiracle OÜ",16046576,"08.09.2020","","2500 EUR","email","info@beautymiracle.net","","","","","","","",""
"Belinvest Holding OÜ",10875627,"03.07.2002","EE100877667",1517001,"address","","Roosikrantsi tn 2-117","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Belinvest Holding OÜ",10875627,"03.07.2002","EE100877667",1517001,"ariregistriaddres","","Roosikrantsi tn 2-117","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Belinvest Holding OÜ",10875627,"03.07.2002","EE100877667",1517001,"email","jan@huygensco.be","","","","","","","",""
"Belinvest Holding OÜ",10875627,"03.07.2002","EE100877667",1517001,"notificationemail","jan@huygensco.be","","","","","","","",""
"Belinvest Holding OÜ",10875627,"03.07.2002","EE100877667",1517001,"phone","+372 5111184","","","","","","","",""
"Benchmark Procap Management OÜ",12954791,"27.11.2015","","2500 EUR","ariregistriaddres","","","","","","","","",""
"Benchmark Procap Management OÜ",12954791,"27.11.2015","","2500 EUR","email","twteong80@gmail.com","","","","","","","",""
"Benchmark Procap Management OÜ",12954791,"27.11.2015","","2500 EUR","notificationemail","jasmineli@linkingtheory.com","","","","","","","",""
"Best Innovation Services OÜ",14761435,"15.07.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Best Innovation Services OÜ",14761435,"15.07.2019","",2500,"email","Best Innovation Services OÜ","","","","","","","",""
"Best Innovation Services OÜ",14761435,"15.07.2019","",2500,"notificationemail","pjvribeiro@gmail.com","","","","","","","",""
"BHDigital Financial Services OÜ",16012821,"20.07.2020","",12000,"address","","Roseni tn 13","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10111,"","","",""
"BHDigital Financial Services OÜ",16012821,"20.07.2020","",12000,"ariregistriaddres","","Roseni tn 13","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10111,"","","",""
"BHDigital Financial Services OÜ",16012821,"20.07.2020","",12000,"email","nicos.kezarides81@gmail.com","","","","","","","",""
"BHDigital Financial Services OÜ",16012821,"20.07.2020","",12000,"notificationemail","brenda@plus.exchange","","","","","","","",""
"bhpt OÜ",14514010,"26.06.2018","","12000 EUR","address","","Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"bhpt OÜ",14514010,"26.06.2018","","12000 EUR","ariregistriaddres","","Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"bhpt OÜ",14514010,"26.06.2018","","12000 EUR","email","ivan.bhpt@gmail.com","","","","","","","",""
"bhpt OÜ",14514010,"26.06.2018","","12000 EUR","notificationemail","poly.s@barucholdings.com","","","","","","","",""
"Bibo Exchange OÜ",14668262,"25.02.2019","EE102225262",12000,"ariregistriaddres","","","","","","","","",""
"Bibo Exchange OÜ",14668262,"25.02.2019","EE102225262",12000,"email","radoandris@gmail.com","","","","","","","",""
"Bibo Exchange OÜ",14668262,"25.02.2019","EE102225262",12000,"notificationemail","maxmai@live.de","","","","","","","",""
"BigWhale OÜ",14889098,"15.01.2020","",2500,"address","","Pärnu mnt 158","Kesklinna linnaosa, Tallinn, Harju maakond","EE",11317,"","","",""
"BigWhale OÜ",14889098,"15.01.2020","",2500,"email","info@incorporate.ee","","","","","","","",""
"BillionTraders Services OÜ",14887538,"14.01.2020","",2500,"ariregistriaddres","","","","","","","","",""
"BillionTraders Services OÜ",14887538,"14.01.2020","",2500,"email","1017@000.ee","","","","","","","",""
"BITCHEN FOUNDATION PTE OÜ",14576287,"28.09.2018","",2500,"ariregistriaddres","","","","","","","","",""
"BITCHEN FOUNDATION PTE OÜ",14576287,"28.09.2018","",2500,"email","BITCHEN FOUNDATION PTE OÜ","","","","","","","",""
"BITCHEN FOUNDATION PTE OÜ",14576287,"28.09.2018","",2500,"notificationemail","alina_hmy@qq.com","","","","","","","",""
"BitcoinBanque OÜ",14482511,"04.05.2018","",2500,"ariregistriaddres","","","","","","","","",""
"BitcoinBanque OÜ",14482511,"04.05.2018","",2500,"email","BitcoinBanque OÜ","","","","","","","",""
"BitcoinBanque OÜ",14482511,"04.05.2018","",2500,"notificationemail","ya@kapitalbanque.com","","","","","","","",""
"Bithashex OÜ",14802813,"12.09.2019","",12000,"address","","Väike-Paala tn 2","Lasnamäe linnaosa, Tallinn, Harju maakond","EE",11414,"","","",""
"Bithashex OÜ",14802813,"12.09.2019","",12000,"ariregistriaddres","","Väike-Paala tn 2","Tallinn","EE",11414,"","","",""
"Bithashex OÜ",14802813,"12.09.2019","",12000,"email","info@bithashex.com","","","","","","","",""
"Bithashex OÜ",14802813,"12.09.2019","",12000,"notificationemail","jafar@moneyglobe.com","","","","","","","",""
"Bithashex OÜ",14802813,"12.09.2019","",12000,"phone","+372 54520832","","","","","","","",""
"Bitkin World OÜ",14561021,"07.09.2018","",2500,"address","","","","","","","","",""
"Bitkin World OÜ",14561021,"07.09.2018","",2500,"ariregistriaddres","","","","","","","","",""
"Bitkin World OÜ",14561021,"07.09.2018","",2500,"email","Bitkin World OÜ","","","","","","","",""
"Bitkin World OÜ",14561021,"07.09.2018","",2500,"notificationemail","Sunderalloy@gmail.com","","","","","","","",""
"Bitkruz OÜ",14838630,"31.10.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Bitkruz OÜ",14838630,"31.10.2019","",2500,"email","Bitkruz OÜ","","","","","","","",""
"Bitkruz OÜ",14838630,"31.10.2019","",2500,"notificationemail","uzo.ikegulu@bitkruz.com","","","","","","","",""
"BITNORDEX OÜ",14518640,"03.07.2018","",2300000,"address","","Roosikrantsi tn 2-564","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"BITNORDEX OÜ",14518640,"03.07.2018","",2300000,"ariregistriaddres","","Ahtri tn 6a","Tallinn","EE",10151,"","","",""
"BITNORDEX OÜ",14518640,"03.07.2018","",2300000,"email","info@bitnordex.com","","","","","","","",""
"BITNORDEX OÜ",14518640,"03.07.2018","",2300000,"notificationemail","info@bitnordex.com","","","","","","","",""
"BitSpider OÜ",14666754,"21.02.2019","EE102156739",250000,"address","","Maakri tn 30","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10145,"","","",""
"BitSpider OÜ",14666754,"21.02.2019","EE102156739",250000,"ariregistriaddres","","Maakri tn 30","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10145,"","","",""
"BitSpider OÜ",14666754,"21.02.2019","EE102156739",250000,"email","admin@bitspider.com","","","","","","","",""
"BitSpider OÜ",14666754,"21.02.2019","EE102156739",250000,"notificationemail","admin@bitspider.com","","","","","","","",""
"BITSWAP24 OÜ",14824561,"10.10.2019","",2500,"address","","","","","","","","",""
"BITSWAP24 OÜ",14824561,"10.10.2019","",2500,"ariregistriaddres","","","","","","","","",""
"BITSWAP24 OÜ",14824561,"10.10.2019","",2500,"email","BITSWAP24 OÜ","","","","","","","",""
"BITSWAP24 OÜ",14824561,"10.10.2019","",2500,"notificationemail","akashjai@bitswap24.com","","","","","","","",""
"Bitviking OÜ",14925032,"02.03.2020","",2500,"address","","Roosikrantsi tn 2-1085","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Bitviking OÜ",14925032,"02.03.2020","",2500,"ariregistriaddres","","Roosikrantsi tn 2-1085","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Bitviking OÜ",14925032,"02.03.2020","",2500,"email","1085@000.ee","","","","","","","",""
"Bitviking OÜ",14925032,"02.03.2020","",2500,"notificationemail","stefano.cirillo@bitviking.it","","","","","","","",""
"Bitwabi OÜ",16072289,"08.10.2020","","12000 EUR","ariregistriaddres","","","","","","","","",""
"Bitwabi OÜ",16072289,"08.10.2020","","12000 EUR","notificationemail","info@vicox.legal","","","","","","","",""
"Bitwage Services Estonia OÜ",12923158,"01.10.2015","",2500,"ariregistriaddres","","","","","","","","",""
"Bitwage Services Estonia OÜ",12923158,"01.10.2015","",2500,"email","estonia@bitwage.com","","","","","","","",""
"Bitwage Services Estonia OÜ",12923158,"01.10.2015","",2500,"notificationemail","david.flores@bitwage.co","","","","","","","",""
"Bladt Consultancy OÜ",16710815,"04.04.2023","","2500 EUR","ariregistriaddres","","Kaarli pst 1 // Roosikrantsi tn 2","Tallinn","EE",10119,"","","",""
"Bladt Consultancy OÜ",16710815,"04.04.2023","","2500 EUR","email","casper@bladt.ee","","","","","","","",""
"Blaiskin OÜ",16635965,"20.12.2022","","2500 EUR","address","","C. R. Jakobsoni tn 3-7","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10128,"","","",""
"Blaiskin OÜ",16635965,"20.12.2022","","2500 EUR","ariregistriaddres","","C. R. Jakobsoni tn 3-7","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10128,"","","",""
"Blaiskin OÜ",16635965,"20.12.2022","","2500 EUR","email","info@incredibleskins.com","","","","","","","",""
"Blazebird OÜ",16611705,"10.11.2022","","2500 EUR","address","","Oda tn 2-25","Põhja-Tallinna linnaosa, Tallinn, Harju maakond","EE",10415,"","","",""
"Blazebird OÜ",16611705,"10.11.2022","","2500 EUR","ariregistriaddres","","Oda tn 2-25","Põhja-Tallinna linnaosa, Tallinn, Harju maakond","EE",10415,"","","",""
"Blazebird OÜ",16611705,"10.11.2022","","2500 EUR","email","alexandr.animation@gmail.com","","","","","","","",""
"Blazebird OÜ",16611705,"10.11.2022","","2500 EUR","notificationemail","22sashok22@gmail.com","","","","","","","",""
"Block 8 OÜ",14828790,"17.10.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Block 8 OÜ",14828790,"17.10.2019","",2500,"email","lspark@glueos.com","","","","","","","",""
"Block 8 OÜ",14828790,"17.10.2019","",2500,"notificationemail","contact@chakwon.com","","","","","","","",""
"Blockbits UAB",306100117,"00.00.0000","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"BlockBooster Crypto Media OÜ",14415087,"25.01.2018","",2500,"ariregistriaddres","","","","","","","","",""
"BlockBooster Crypto Media OÜ",14415087,"25.01.2018","",2500,"email","fitzlaws@gmail.com","","","","","","","",""
"BlockBooster Crypto Media OÜ",14415087,"25.01.2018","",2500,"notificationemail","francis@blockbooster.io","","","","","","","",""
"blockchaintech OÜ",14576809,"28.09.2018","",12000,"ariregistriaddres","","","","","","","","",""
"blockchaintech OÜ",14576809,"28.09.2018","",12000,"email","","","","","","","","",""
"blockchaintech OÜ",14576809,"28.09.2018","",12000,"notificationemail","yugimx.yd@gmail.com","","","","","","","",""
"Blockoville OÜ",14625867,"13.12.2018","EE102481475","250000 EUR","address","","Roosikrantsi tn 2-681","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Blockoville OÜ",14625867,"13.12.2018","EE102481475","250000 EUR","ariregistriaddres","","Roosikrantsi tn 2-681","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Blockoville OÜ",14625867,"13.12.2018","EE102481475","250000 EUR","email","info@blockoville.com","","","","","","","",""
"Blockoville OÜ",14625867,"13.12.2018","EE102481475","250000 EUR","notificationemail","mahesh@blockoville.com","","","","","","","",""
"Blotocol OÜ",14451456,"19.03.2018","",0,"address","","Narva mnt 5","Tallinn","EE",10117,"","","",""
"Blotocol OÜ",14451456,"19.03.2018","",0,"ariregistriaddres","","Narva mnt 5","Tallinn","EE",10117,"","","",""
